label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size,max query size,done checks,spared checks,paths,conditions,forks,dba_instructions,x86instructions,wall time,violations,status,exit code,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt
uint16_gte_mask_cl30_O0,Instr,1,0,1,0,0,1,0.002559,0,1,0,1,0.002003,0,19,0,19,0.045367,0,20,0,20,0.047370,0,0.000000,0,0.000000,1,20,0,21,0.049929,593.761905,1381,21,0,1,0,0,122,39,0.096249,0,0000,0,0,0,inf,self-comp,0,std,boolector,0
uint16_gte_mask_cl30_O0,Instr,1,0,1,0,0,1,0.002748,0,1,0,1,0.002008,0,0,0,0,0.000000,0,1,0,1,0.002008,0,0.000000,0,0.000000,1,1,0,2,0.004756,955.000000,962,1,20,1,0,0,122,39,0.015437,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl30_O0,Instr,1,1,1,0,0,1,0.001988,0,1,0,1,0.001969,0,0,0,0,0.000000,0,1,0,1,0.001969,0,0.000000,0,0.000000,1,1,0,2,0.003957,955.000000,962,1,20,1,0,0,122,39,0.015056,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl30_O0,Block,1,1,1,0,0,1,0.002527,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,0.002355,0,0.000000,0,0.000000,1,1,0,2,0.004882,955.000000,962,1,20,1,0,0,122,39,0.015508,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl30_O3,Instr,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,6,0,6,0.015753,0,6,0,6,0.015753,0,0.000000,0,0.000000,0,6,0,6,0.015753,362.333333,869,6,0,1,0,0,67,17,0.029533,0,0000,0,0,0,inf,self-comp,0,std,boolector,0
uint16_gte_mask_cl30_O3,Instr,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,6,1,0,0,67,17,0.003852,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl30_O3,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,6,1,0,0,67,17,0.003855,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl30_O3,Block,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,6,1,0,0,67,17,0.003801,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl39_O0,Instr,1,0,1,0,0,1,0.002640,0,1,0,1,0.002060,0,21,0,21,0.050624,0,22,0,22,0.052684,0,0.000000,0,0.000000,1,22,0,23,0.055324,627.565217,1416,23,0,1,0,0,126,40,0.106313,0,0000,0,0,0,inf,self-comp,0,std,boolector,0
uint16_gte_mask_cl39_O0,Instr,1,0,1,0,0,1,0.002768,0,1,0,1,0.002058,0,0,0,0,0.000000,0,1,0,1,0.002058,0,0.000000,0,0.000000,1,1,0,2,0.004826,980.000000,987,1,22,1,0,0,126,40,0.015662,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl39_O0,Instr,1,1,1,0,0,1,0.003033,0,1,0,1,0.002172,0,0,0,0,0.000000,0,1,0,1,0.002172,0,0.000000,0,0.000000,1,1,0,2,0.005205,980.000000,987,1,22,1,0,0,126,40,0.015297,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl39_O0,Block,1,1,1,0,0,1,0.002895,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,0.002213,0,0.000000,0,0.000000,1,1,0,2,0.005108,980.000000,987,1,22,1,0,0,126,40,0.015905,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl39_O3,Instr,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,4,0,4,0.011116,0,4,0,4,0.011116,0,0.000000,0,0.000000,0,4,0,4,0.011116,284.500000,343,4,0,1,0,0,52,14,0.020800,0,0000,0,0,0,inf,self-comp,0,std,boolector,0
uint16_gte_mask_cl39_O3,Instr,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,4,1,0,0,52,14,0.003852,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl39_O3,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,4,1,0,0,52,14,0.003648,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl39_O3,Block,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,4,1,0,0,52,14,0.003547,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl7_O0,Instr,1,0,1,0,0,1,0.002614,0,1,0,1,0.001901,0,23,0,23,0.053655,0,24,0,24,0.055556,0,0.000000,0,0.000000,1,24,0,25,0.058170,696.920000,1473,25,0,1,0,0,134,43,0.115113,0,0000,0,0,0,inf,self-comp,0,std,boolector,0
uint16_gte_mask_cl7_O0,Instr,1,0,1,0,0,1,0.002737,0,1,0,1,0.001934,0,0,0,0,0.000000,0,1,0,1,0.001934,0,0.000000,0,0.000000,1,1,0,2,0.004671,1024.000000,1031,1,24,1,0,0,134,43,0.015234,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl7_O0,Instr,1,1,1,0,0,1,0.003033,0,1,0,1,0.002264,0,0,0,0,0.000000,0,1,0,1,0.002264,0,0.000000,0,0.000000,1,1,0,2,0.005297,1024.000000,1031,1,24,1,0,0,134,43,0.016141,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl7_O0,Block,1,1,1,0,0,1,0.002674,0,0,0,0,0.000000,0,0,0,0,0.000000,0,1,0,1,0.001939,0,0.000000,0,0.000000,1,1,0,2,0.004613,1024.000000,1031,1,24,1,0,0,134,43,0.015612,0,0000,0,0,0,inf,shadow,0,std,boolector,0
uint16_gte_mask_cl7_O3,Instr,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,4,0,4,0.011604,0,4,0,4,0.011604,0,0.000000,0,0.000000,0,4,0,4,0.011604,284.500000,343,4,0,1,0,0,52,14,0.021652,0,0000,0,0,0,inf,self-comp,0,std,boolector,0
