label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size,max query size,done checks,spared checks,paths,conditions,forks,dba_instructions,x86instructions,wall time,violations,status,exit code,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt
ct_select_v1_cl30_O0,Instr,1,0,3,0,0,3,0.006306,0,3,0,3,0.004104,0,45,0,45,0.094836,0,48,0,48,0.098940,0,0.000000,0,0.000000,3,48,0,51,0.105246,1357.725490,3132,51,0,1,0,0,277,76,0.270448,0,0000,0,0,0,inf,self-comp,0,std,boolector,0
ct_select_v1_cl30_O0,Instr,1,0,3,0,0,3,0.007588,0,3,0,3,0.004784,0,5,0,5,0.008487,0,8,0,8,0.013271,0,0.000000,0,0.000000,3,8,0,11,0.020859,1878.000000,2383,8,43,1,0,0,277,76,0.073012,0,0000,0,0,0,inf,shadow,0,std,boolector,0
ct_select_v1_cl30_O0,Instr,1,1,3,0,0,3,0.006980,0,3,0,3,0.004908,0,1,0,1,0.001953,0,4,0,4,0.006861,0,0.000000,0,0.000000,3,4,0,7,0.013842,1872.571429,2383,4,47,1,0,0,277,76,0.049628,0,0000,0,0,0,inf,shadow,0,std,boolector,0
ct_select_v1_cl30_O0,Block,1,1,3,0,0,3,0.007020,0,0,0,0,0.000000,0,0,0,0,0.000000,0,3,0,3,0.005393,0,0.000000,0,0.000000,3,3,0,6,0.012413,1891.000000,2423,8,43,1,0,0,277,76,0.043794,0,0000,0,0,0,inf,shadow,0,std,boolector,0
ct_select_v1_cl30_O3,Instr,1,0,4,0,0,4,0.011461,1,2,0,3,0.007267,0,16,0,16,0.038853,1,18,0,19,0.046120,0,0.000000,0,0.000000,5,18,0,23,0.057581,526.130435,858,21,1,2,0,1,102,34,0.104311,1,0000,7,0,0,inf,self-comp,0,std,boolector,0
ct_select_v1_cl30_O3,Instr,1,0,4,0,0,4,0.011806,1,2,0,3,0.008029,0,0,0,0,0.000000,1,2,0,3,0.008029,0,0.000000,0,0.000000,5,2,0,7,0.019835,521.285714,540,3,19,2,0,1,102,34,0.037474,1,0000,7,0,0,inf,shadow,0,std,boolector,0
ct_select_v1_cl30_O3,Instr,1,1,4,0,0,4,0.011943,1,2,0,3,0.007645,0,0,0,0,0.000000,1,2,0,3,0.007645,0,0.000000,0,0.000000,5,2,0,7,0.019588,521.285714,540,3,19,2,0,1,102,34,0.037588,1,0000,7,0,0,inf,shadow,0,std,boolector,0
ct_select_v1_cl30_O3,Block,1,1,4,0,0,4,0.011562,0,0,0,0,0.000000,0,0,0,0,0.000000,1,2,0,3,0.007461,0,0.000000,0,0.000000,5,2,0,7,0.019023,521.285714,540,3,18,2,0,1,102,34,0.036897,1,0000,7,0,0,inf,shadow,0,std,boolector,0
ct_select_v1_cl39_O0,Instr,1,0,3,0,0,3,0.006047,0,3,0,3,0.004097,0,46,0,46,0.088433,0,49,0,49,0.092530,0,0.000000,0,0.000000,3,49,0,52,0.098577,1486.596154,3526,52,0,1,0,0,301,77,0.268712,0,0000,0,0,0,inf,self-comp,0,std,boolector,0
ct_select_v1_cl39_O0,Instr,1,0,3,0,0,3,0.010739,0,3,0,3,0.004940,0,5,0,5,0.012584,0,8,0,8,0.017524,0,0.000000,0,0.000000,3,8,0,11,0.028263,2082.636364,2592,8,44,1,0,0,301,77,0.087819,0,0000,0,0,0,inf,shadow,0,std,boolector,0
ct_select_v1_cl39_O0,Instr,1,1,3,0,0,3,0.005764,0,3,0,3,0.003980,0,1,0,1,0.001731,0,4,0,4,0.005711,0,0.000000,0,0.000000,3,4,0,7,0.011475,2071.285714,2592,4,48,1,0,0,301,77,0.056715,0,0000,0,0,0,inf,shadow,0,std,boolector,0
ct_select_v1_cl39_O0,Block,1,1,3,0,0,3,0.007262,0,0,0,0,0.000000,0,0,0,0,0.000000,0,3,0,3,0.004540,0,0.000000,0,0.000000,3,3,0,6,0.011802,2087.000000,2632,8,44,1,0,0,301,77,0.045139,0,0000,0,0,0,inf,shadow,0,std,boolector,0
ct_select_v1_cl39_O3,Instr,1,0,4,0,0,4,0.011726,1,2,0,3,0.008149,0,13,0,13,0.033305,1,15,0,16,0.041454,0,0.000000,0,0.000000,5,15,0,20,0.053180,402.200000,556,18,1,2,0,1,82,29,0.088992,1,0000,7,0,0,inf,self-comp,0,std,boolector,0
