label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size,max query size,done checks,spared checks,paths,conditions,forks,dba_instructions,x86instructions,wall time,violations,status,exit code,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt
ct_eq_8_cl30_O0,Never,1,0,4,0,0,4,0.010378,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.010378,1190.500000,1351,0,0,1,0,0,256,74,0.030149,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_eq_8_cl30_O0,Never,1,0,4,0,0,4,0.007582,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.007582,201.000000,201,0,0,1,0,0,256,74,0.027476,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_eq_8_cl30_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,256,74,0.007195,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_eq_8_cl30_O3,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,77,19,0.004309,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_eq_8_cl30_O3,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,77,19,0.003972,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_eq_8_cl30_O3,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,77,19,0.004211,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_eq_8_cl39_O0,Never,1,0,4,0,0,4,0.009592,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.009592,1337.000000,1499,0,0,1,0,0,277,77,0.029954,0,0000,0,0,0,inf,sse,0,std,boolector,0
ct_eq_8_cl39_O0,Never,1,0,4,0,0,4,0.007375,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.007375,204.000000,204,0,0,1,0,0,277,77,0.027566,0,0000,0,0,0,inf,sse,0,std,boolector,1
ct_eq_8_cl39_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,277,77,0.007724,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
ct_eq_8_cl39_O3,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,69,16,0.004731,0,0000,0,0,0,inf,sse,0,std,boolector,0
