label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size,max query size,done checks,spared checks,paths,conditions,forks,dba_instructions,x86instructions,wall time,violations,status,exit code,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt
tea_decrypt_O0,Instr,1,0,34,33,0,67,0.111206,0,34,0,34,0.052078,0,550,0,550,0.867501,0,584,0,584,0.919580,0,0.000000,0,0.000000,34,617,0,651,1.030786,28494.196621,58402,585,0,1,0,33,4807,953,27.737337,0,0000,0,0,0,inf,self-comp,0,std,boolector,0
tea_decrypt_O0,Instr,1,0,34,33,0,67,0.104159,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,34,33,0,67,0.104159,14946.328358,29158,0,585,1,0,33,4807,953,1.649963,0,0000,0,0,0,inf,shadow,0,std,boolector,0
tea_decrypt_O0,Instr,1,1,34,33,0,67,0.104085,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,34,33,0,67,0.104085,14946.328358,29158,0,585,1,0,33,4807,953,1.608822,0,0000,0,0,0,inf,shadow,0,std,boolector,0
tea_decrypt_O0,Block,1,1,34,33,0,67,0.104415,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,34,33,0,67,0.104415,14946.328358,29158,0,585,1,0,33,4807,953,1.642532,0,0000,0,0,0,inf,shadow,0,std,boolector,0
tea_decrypt_O3,Instr,1,0,33,32,0,65,0.104507,0,33,0,33,0.048653,0,185,0,185,0.295892,0,218,0,218,0.344545,0,0.000000,0,0.000000,33,250,0,283,0.449052,29896.844523,60372,219,0,1,0,32,4736,806,11.604018,0,0000,0,0,0,inf,self-comp,0,std,boolector,0
tea_decrypt_O3,Instr,1,0,33,32,0,65,0.092778,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,33,32,0,65,0.092778,15939.692308,30224,0,219,1,0,32,4736,806,1.560454,0,0000,0,0,0,inf,shadow,0,std,boolector,0
tea_decrypt_O3,Instr,1,1,33,32,0,65,0.094069,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,33,32,0,65,0.094069,15939.692308,30224,0,219,1,0,32,4736,806,1.518637,0,0000,0,0,0,inf,shadow,0,std,boolector,0
tea_decrypt_O3,Block,1,1,33,32,0,65,0.095517,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,33,32,0,65,0.095517,15939.692308,30224,0,219,1,0,32,4736,806,1.560908,0,0000,0,0,0,inf,shadow,0,std,boolector,0
tea_decrypt_O0,Instr,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,585,1,0,33,4807,953,0.114519,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
tea_decrypt_O0,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,585,1,0,33,4807,953,0.114193,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
tea_decrypt_O0,Block,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,585,1,0,33,4807,953,0.113017,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
tea_decrypt_O3,Instr,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,219,1,0,32,4736,806,0.114489,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
tea_decrypt_O3,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,219,1,0,32,4736,806,0.111901,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
tea_decrypt_O3,Block,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,219,1,0,32,4736,806,0.120304,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
tea_decrypt_O0,Instr,1,0,34,33,0,67,0.050117,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,34,33,0,67,0.050117,24.313433,1563,0,585,1,0,33,4807,953,0.451538,0,0000,0,0,0,inf,shadow,0,std,boolector,1
tea_decrypt_O3,Instr,1,0,33,32,0,65,0.130250,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,33,32,0,65,0.130250,21.430769,1329,0,219,1,0,32,4736,806,0.380093,0,0000,0,0,0,inf,shadow,0,std,boolector,1
