label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size,max query size,done checks,spared checks,paths,conditions,forks,dba_instructions,x86instructions,wall time,violations,status,exit code,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt
cmp_bytes_cl30_O0,Instr,1,0,317,0,0,317,0.672935,0,317,0,317,0.107594,0,632,0,632,0.217184,0,949,0,949,0.324779,0,0.000000,0,0.000000,317,949,0,1266,0.997713,2310.411532,33494,950,6838,1,0,159,36485,11591,3600.002172,0,0001,8,0,0,inf,shadow,0,std,boolector,1
cmp_bytes_cl30_O3,Instr,1,0,202,201,0,403,0.194118,0,202,0,202,0.066303,0,400,0,400,0.132593,0,602,0,602,0.198896,0,0.000000,0,0.000000,202,803,0,1005,0.393015,34.879602,33448,602,422,1,0,201,23519,4239,99.846753,0,0000,0,0,0,inf,shadow,0,std,boolector,1
cmp_bytes_cl39_O0,Instr,1,0,191,0,0,191,0.371966,0,191,0,191,0.065393,0,2184,0,2184,0.735475,0,2375,0,2375,0.800868,0,0.000000,0,0.000000,191,2375,0,2566,1.172834,474.595479,22028,2376,2522,1,0,96,22389,7094,3600.002103,0,0001,8,0,0,inf,shadow,0,std,boolector,1
cmp_bytes_cl39_O3,Instr,1,0,202,201,0,403,0.188217,0,202,0,202,0.065690,0,400,0,400,0.130819,0,602,0,602,0.196510,0,0.000000,0,0.000000,202,803,0,1005,0.384727,4.852736,3271,602,18,1,0,201,22300,3644,97.502740,0,0000,0,0,0,inf,shadow,0,std,boolector,1
cmp_bytes_cl7_O0,Instr,1,0,183,0,0,183,0.359668,0,183,0,183,0.062650,0,2091,0,2091,0.705930,0,2274,0,2274,0.768580,0,0.000000,0,0.000000,183,2274,0,2457,1.128248,520.446479,24442,2275,2601,1,0,92,22181,7070,3600.002035,0,0001,8,0,0,inf,shadow,0,std,boolector,1
cmp_bytes_cl7_O3,Instr,1,0,202,201,0,403,0.192212,0,202,0,202,0.065101,0,400,0,400,0.133485,0,602,0,602,0.198586,0,0.000000,0,0.000000,202,803,0,1005,0.390798,4.858706,3277,602,20,1,0,201,20713,3444,95.420660,0,0000,0,0,0,inf,shadow,0,std,boolector,1
cmp_bytes_gcc5_O0,Instr,1,0,207,104,0,311,0.426008,0,207,0,207,0.069447,0,2566,0,2566,0.858743,0,2773,0,2773,0.928190,0,0.000000,0,0.000000,207,2877,0,3084,1.354198,443.357004,22960,2774,2509,1,0,104,23137,6223,3600.002055,0,0001,8,0,0,inf,shadow,0,std,boolector,1
cmp_bytes_gcc5_O3,Instr,1,0,202,201,0,403,0.194188,0,202,0,202,0.066650,0,400,0,400,0.132880,0,602,0,602,0.199530,0,0.000000,0,0.000000,202,803,0,1005,0.393718,4.878607,3297,602,26,1,0,201,19148,3246,95.978042,0,0000,0,0,0,inf,shadow,0,std,boolector,1
cmp_bytes_gcc8_O0,Instr,1,0,207,104,0,311,0.426953,0,207,0,207,0.069091,0,2566,0,2566,0.861019,0,2773,0,2773,0.930110,0,0.000000,0,0.000000,207,2877,0,3084,1.357063,443.357004,22960,2774,2509,1,0,104,23137,6223,3600.002179,0,0001,8,0,0,inf,shadow,0,std,boolector,1
cmp_bytes_gcc8_O3,Instr,1,0,202,201,0,403,0.189050,0,202,0,202,0.066000,0,404,0,404,0.135200,0,606,0,606,0.201200,0,0.000000,0,0.000000,202,807,0,1009,0.390249,4.873142,3303,606,24,1,0,201,17553,3047,92.868340,0,0000,0,0,0,inf,shadow,0,std,boolector,1
