label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size,max query size,done checks,spared checks,paths,conditions,forks,dba_instructions,x86instructions,wall time,violations,status,exit code,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt
sort_cl7_O0,Never,1,0,4,0,0,4,0.007855,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.007855,3612.250000,4807,0,0,1,0,0,863,236,0.051845,0,0000,0,0,0,inf,sse,0,std,boolector,0
sort_cl7_O0,Never,1,0,4,0,0,4,0.004457,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.004457,539.000000,748,0,0,1,0,0,863,236,0.047811,0,0000,0,0,0,inf,sse,0,std,boolector,1
sort_cl7_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,863,236,0.018809,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
sort_multiplex_cl7_O0,Never,1,0,4,0,0,4,0.008658,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.008658,3108.250000,4134,0,0,1,0,0,745,197,0.046543,0,0000,0,0,0,inf,sse,0,std,boolector,0
sort_multiplex_cl7_O0,Never,1,0,4,0,0,4,0.005183,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.005183,429.250000,552,0,0,1,0,0,745,197,0.043044,0,0000,0,0,0,inf,sse,0,std,boolector,1
sort_multiplex_cl7_O0,Never,1,0,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,0,1,0,0,745,197,0.016704,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
sort_negative_cl7_O0,Never,1,0,33,1,0,34,0.232353,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,33,1,0,34,0.232353,1630.911765,2033,0,0,7,0,7,1247,420,0.386284,0,0000,0,0,0,inf,sse,0,std,boolector,0
sort_negative_cl7_O0,Never,1,0,33,1,0,34,0.184707,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,33,1,0,34,0.184707,203.117647,315,0,0,7,0,7,1247,420,0.346147,0,0000,0,0,0,inf,sse,0,std,boolector,1
sort_negative_cl7_O0,Never,1,0,13,1,0,14,0.187654,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,13,1,0,14,0.187654,812.000000,983,0,0,7,0,7,1247,420,0.243077,0,0000,0,0,0,inf,sse,1,row-map,boolector,0
sort_cl39_O0,Never,1,0,4,0,0,4,0.008690,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.008690,3468.250000,4615,0,0,1,0,0,809,217,0.049374,0,0000,0,0,0,inf,sse,0,std,boolector,0
sort_cl39_O0,Never,1,0,4,0,0,4,0.005023,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,4,0,0,4,0.005023,473.500000,653,0,0,1,0,0,809,217,0.044705,0,0000,0,0,0,inf,sse,0,std,boolector,1
