label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Term SAT,Term UNSAT,Term other,Term total,Term time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size,max query size,done checks,spared checks,paths,conditions,forks,dba_instructions,x86instructions,wall time,violations,status,exit code,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt
cmp_bytes_O0_500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,25540,1,501,501,111718,30060,3.106062,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
cmp_bytes_O0_1000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,51040,1,1001,1001,223218,60060,6.244629,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
cmp_bytes_O0_1500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,76540,1,1501,1501,334718,90060,9.535838,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
cmp_bytes_O0_2000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,102040,1,2001,2001,446218,120060,12.199707,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
cmp_bytes_O0_2500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,127542,1,2501,2501,557736,150062,15.513252,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
cmp_bytes_O0_3000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,153042,1,3001,3001,669236,180062,18.104978,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
cmp_bytes_O3_500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,1530,1,501,501,43655,7549,1.206545,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
cmp_bytes_O3_1000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,3030,1,1001,1001,87155,15049,2.428263,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
cmp_bytes_O3_1500_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,4530,1,1501,1501,130655,22549,3.654126,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
cmp_bytes_O3_2000_main,Instr,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0.000000,-nan,0,0,6030,1,2001,2001,174155,30049,5.007206,0,0000,0,0,0,inf,shadow,1,row-map,boolector,0
